event,line,opcode,args,context
event_1069.txt,6,Func083,0x19,Fresh Rice Cakes \r\nare my favorite! \BRK
event_1070.txt,6,Func083,0xD,"So you came, too, \r\n\xFF!?\BRK\WAIT_CLICKI never miss a chance to \r\neat Rice Cakes! \BRK\WAIT_CLICKThe ones at New Year's\r\nalways seem to taste \r\nbetter, too! \BRK"
event_1071.txt,6,Func083,0x15,Grandma loves Rice Cake so \r\nmuch...I think I'll bring\r\nsome home to her. \BRK
event_1072.txt,6,Func083,0x10,I like how gooey they are! \BRK
event_1073.txt,6,Func083,8,"They're so tasty, \r\nit's easy to get stuffed\r\non 'em! \BRK"
event_1074.txt,6,Func083,9,"So you're here too, \r\n\xFF!?\BRK\r\nI don't usually eat Rice \r\nCakes because they're \r\nfattening. Just this once, \BRK\r\nevery year, I let myself \r\nlose control. Tee-hee...\BRK"
event_1075.txt,6,Func083,0x16,I've loved Rice Cakes \r\nsince I was a child...\BRK
event_1076.txt,6,Func083,6,I love making Rice Cakes\r\nevery New Year. I never \r\nmiss it. \BRK
event_1077.txt,6,Func083,0x1B,It's been a long time since \r\nI had Rice Cakes! Can't \r\nget 'em up on the mountain.\BRK
event_1078.txt,6,Func083,5,Yippee! Rice Cakes! \BRK
event_1079.txt,27,Proc0DB,0,"The Horse Races are \r\ntomorrow at the Square, you\r\nknow...\BRK\WAIT_CLICKIf you've got a Horse, you\r\nshould consider competing!\BRK | The Horse Races are \r\ntomorrow at the Square, you\r\nknow."
event_1079.txt,35,Proc0DB,0,"The Horse Races are \r\ntomorrow at the Square, you\r\nknow...\BRK\WAIT_CLICKIf you've got a Horse, you\r\nshould consider competing!\BRK | The Horse Races are \r\ntomorrow at the Square, you\r\nknow."
event_1079.txt,48,Proc0DB,1,"Hi there, \xFF!. \r\nAre you going to compete\r\nin the Horse Races in the \BRK\r\nSquare tomorrow?\BRK"
event_1079.txt,84,Proc11B,0,"Really?...\r\nWell, you can still \r\nplace bets on the Race.\BRK\r\nIt's fun - you should come!\BRK"
event_1079.txt,88,Proc0DB,0,"Really?...\r\nWell, you can still \r\nplace bets on the Race.\BRK\r\nIt's fun - you should come!\BRK"
event_1082.txt,6,Func083,0xD,"Everyone's gone home now.\r\nIf you want to exchange \r\nyour medal for a prize, \BRK\r\ncome see me. \BRK"
event_1083.txt,7,Func083,2,I always get so excited \r\nabout the races! \BRK
event_1084.txt,7,Func083,3,
event_1085.txt,7,Func083,0x1C,"Gray wanted to come, too, \r\nbut Saibara wouldn't \r\nlet him. \BRK"
event_1086.txt,7,Func083,0x11,I can't believe you all \r\naren't scared to \r\ngallop at that speed! \BRK
event_1087.txt,7,Func083,0x13,
event_1088.txt,7,Func083,0x12,What great weather \r\nfor a Horse race!\BRK
event_1089.txt,7,Func083,0x18,I always get excited about\r\nthe Horse Races every year!\BRK
event_1090.txt,7,Func083,0x19,
event_1091.txt,7,Func083,0xD,"This is where you place\r\nbets or exchange medals for\r\nprizes. \BRK\WAIT_CLICKAlso, come tell me here\r\nif you want to race. \BRK"
event_1092.txt,7,Func083,8,Have you placed a bet yet?\r\nYou do it with the Mayor. \BRK
event_1093.txt,7,Func083,9,
event_1094.txt,7,Func083,0xE,"Me, I just like \r\nlooking at everybody's \r\nHorses. \BRK"
event_1095.txt,7,Func083,6,What's important is \r\nbecoming one with the Horse!\BRK
event_1096.txt,7,Func083,5,There are so many \r\npretty Horses. \BRK
event_1097.txt,7,Func083,4,I wait for this day \r\nthe whole year! \BRK
event_1098.txt,33,Proc062,,"That was a great race, \r\n\xFF!!\r\nCongratulations!\BRK"
event_1101.txt,6,Func083,2,"Don't overdo it, Mom...\BRK"
event_1102.txt,6,Func083,1,What should I make \r\nthis year...?\BRK
event_1103.txt,6,Func083,0x1C,"Are you going to compete \r\nthis year, \xFF!?\BRK\WAIT_CLICKYour dish better be\r\nextra delicious, because\r\nthe Gourmet is going to be\BRK\r\njudging. He's tough!\BRK"
event_1104.txt,6,Func083,0x14,I came because I heard \r\nLillia was going to compete.\BRK\WAIT_CLICKI should be near her in \r\ncase she gets sick. \BRK
event_1105.txt,10,Func083,0x1E,The theme for this year is\r\nJuice! I can't wait to \r\ntaste everybody's efforts! \BRK
event_1106.txt,6,Func083,0x13,Hmm...What should I make \r\nthis time...?\BRK
event_1107.txt,6,Func083,0x12,"I wonder what the theme for \r\nthis year is? \BRK\WAIT_CLICKWhatever it is, I wish \r\nKaren wouldn't compete...\BRK"
event_1108.txt,6,Func083,0x18,"I've got to win, or it's bad\r\nfor my reputation!\BRK"
event_1109.txt,6,Func083,0x19,I'm feeling confident today!\BRK
event_1110.txt,6,Func083,0xD,I wonder what the food for\r\nthis year will be...?\BRK
event_1111.txt,6,Func083,9,
event_1112.txt,6,Func083,0x16,I love to see everybody's\r\ndifferent styles of cooking.\r\nIt's so mouth-watering!\BRK
event_1113.txt,6,Func083,0x1B,I always get so excited \r\nabout the Cooking Festival!\BRK
event_1115.txt,6,Func083,2,"I hope my mom is alright.\r\nI tried to convince her\r\nnot to come, you know. \BRK"
event_1116.txt,6,Func083,1,I hope lots of \r\npeople come!\BRK
event_1117.txt,6,Func083,0x1C,"Lillia's cooking is always \r\nincredible, you know. \BRK"
event_1118.txt,6,Func083,0x14,I think healthy dishes are \r\na good idea. \BRK
event_1119.txt,6,Func083,0x1E,I can tell how much you \r\nall want to win! \BRK
event_1120.txt,6,Func083,0x13,I think I've got a \r\ngood chance...\BRK
event_1121.txt,6,Func083,0x12,"I\x81fm trying to teach Karen\r\nhow to cook, but it's \r\nhopeless! \BRK\WAIT_CLICKWhy does she insist on \r\ncompeting? \BRK"
event_1122.txt,6,Func083,0x18,Am I the only man again?\BRK
event_1123.txt,6,Func083,0x19,"I can't make anything \r\nreally fancy, you know. \BRK"
event_1124.txt,135,Func083,0xD,
event_1124.txt,164,Func124,,I see you don't have \r\nanything with you. \BRK | Place your dish along with \r\neverybody else's. \BRK\WAIT_CLICKThe Gourmet will try them\r\nall and declare the winner.\BRK\WAIT_CLICKCan we start n
event_1124.txt,169,Proc046,,"Place your dish along with \r\neverybody else's. \BRK\WAIT_CLICKThe Gourmet will try them\r\nall and declare the winner.\BRK\WAIT_CLICKCan we start now?\BRK | Let the judging begin!\r\nGourmet, go to "
event_1125.txt,6,Func083,9,
event_1126.txt,6,Func083,0x16,"I always eat everybody's\r\ncooking anyway, so it's \r\neasy to tell who made what.\BRK"
event_1127.txt,6,Func083,0x1B,"I usually only get to eat my\r\nown lousy cooking, so I \r\nlove this contest! \BRK"
event_1129.txt,185,Proc08D,0xD,"That was fun! \r\nNow, back to work...\BRK"
event_1129.txt,186,Proc08D,0x14,"That was fun! \r\nNow, back to work...\BRK"
event_1129.txt,187,Proc08D,0x16,"That was fun! \r\nNow, back to work...\BRK"
event_1129.txt,188,Proc08D,0x1E,"That was fun! \r\nNow, back to work...\BRK"
event_1129.txt,189,Proc08D,0x1C,"That was fun! \r\nNow, back to work...\BRK"
event_1129.txt,190,Proc08D,0x19,"That was fun! \r\nNow, back to work...\BRK"
event_1129.txt,191,Proc08D,0x1B,
event_1129.txt,192,Proc08D,0x13,
event_1129.txt,193,Proc08D,0x18,
event_1129.txt,194,Proc08D,0x12,
event_1129.txt,195,Proc08D,9,
event_1129.txt,196,Proc08D,2,
event_1129.txt,197,Proc08D,1,
event_1129.txt,200,Proc12A,0,
event_1130.txt,57,Proc046,,
event_1130.txt,62,Proc11B,0,"In that case, I'll take him\r\nwith me now. \BRK"
event_1132.txt,7,Func083,3,
event_1133.txt,7,Func083,0x11,Dogs are so clever!\r\nMaybe I should keep one \r\nas a guard dog...\BRK
event_1134.txt,7,Func083,0x12,"I can't believe Dogs can \r\nlearn so many tricks \r\nif they practice. \BRK\r\nI want a Dog now, too!\BRK"
event_1135.txt,7,Func083,0xD,I've always loved this \r\nFestival. It's so much fun\r\nwatching the dogs chase\BRK\r\nthe frisbees! \BRK
event_1136.txt,7,Func083,0x1A,I was wondering what all the\r\nfuss was about!\r\nI forgot today was the \BRK\r\nFrisbee Tournament. \BRK
event_1137.txt,7,Func083,0x1C,"I look forward to Beach Day\r\nall the more since they \r\nbegan the Frisbee \BRK\r\nTournament. I know all \r\nthe Dogs because I see them\r\nwhen I\x81fm working. \BRK\WAIT_CLICKSo, I'm glad whoever"
event_1139.txt,8,Func083,3,
event_1140.txt,8,Func083,0x11,You did a great job!\r\nI thought you'd win \r\nfor sure.\BRK
event_1141.txt,8,Func083,0x12,Don't get too upset!\r\nI'm sure if you practice\r\nharder you can win \BRK\r\nnext year. \BRK
event_1142.txt,8,Func083,0xD,"Better luck next time. \r\n\xFF# was fun \r\nto watch, though!\BRK"
event_1143.txt,8,Func083,0x1A,"Good try, but no luck \r\nthis year. \BRK\r\nDon't be too hard on \r\nyourself. \BRK\r\nThere's always next year!\BRK"
event_1144.txt,8,Func083,0x1C,Don't get too upset.\r\nThere's always next year!\BRK
event_1145.txt,31,Proc062,,"Listen, everyone!\r\nThis year's champion is\r\n\xFF#!!\BRK\r\nGood job!\BRK"
event_1146.txt,42,Func0FF,"3, var_4",
event_1146.txt,43,Func10D,"3, var_4",
event_1146.txt,77,Func0A7,0,Will you select which \r\nChicken you want to compete?\BRK
event_1146.txt,88,Proc046,,
event_1146.txt,92,Proc11B,var_1,
event_1147.txt,12,Func083,2,May we begin the \r\nChicken Festival now? \BRK
event_1147.txt,41,Func0D6,,
event_1148.txt,7,Func083,3,
event_1149.txt,7,Func083,0x18,I look forward to this \r\nevery year. \BRK
event_1150.txt,7,Func083,0xD,I like to watch from here. \BRK
event_1151.txt,7,Func083,8,"Hi there, \xFF!. \r\nIt's an elimination \r\ntournament, you know. \BRK"
event_1152.txt,7,Func083,6,Watching the Chickens fight\r\nso fiercely fills me\r\nwith vigor!\BRK
event_1153.txt,7,Func083,4,I love the Chicken Festival. \BRK
event_1154.txt,10,Func11D,3,"This year's competition was \r\ngreat, don't you think?\BRK"
event_1154.txt,12,Func083,2,"This year's competition was \r\ngreat, don't you think?\BRK"
event_1155.txt,8,Func083,3,
event_1156.txt,8,Func083,0x18,I knew who would win from\r\nthe start. \BRK
event_1157.txt,10,Func11D,3,"That was fun! \r\nYou should have joined in,\r\n\xFF!. \BRK"
event_1157.txt,12,Func083,0xD,"That was fun! \r\nYou should have joined in,\r\n\xFF!. \BRK"
event_1158.txt,8,Func083,8,I got tired just watching!\BRK
event_1159.txt,8,Func083,6,I wonder what happened\r\nto that chicken?\BRK
event_1160.txt,8,Func083,4,"Hmmm, that was a great\r\nmatch...\BRK"
event_1164.txt,30,Func10F,"1, 0","The Cow Festival is tomorrow\r\nin Rose Square. \BRK\WAIT_CLICKIf you have an adult, non-\r\npregnant healthy Cow, you\r\ncan enter it. \BRK\WAIT_CLICKI hope to see a Cow from \r\n\xFF$ next year.\BRK"
event_1164.txt,48,Func117,var_5,
event_1164.txt,49,Func10D,"1, var_5",
event_1164.txt,81,Func0A7,1,"Will you select a Cow, then?\BRK\WAIT_CLICKIt has to be adult Cow that\r\ngives Milk. It can't be \r\nsick or pregnant, though. \BRK"
event_1164.txt,151,Proc11B,var_1,
event_1166.txt,7,Func083,2,All the Cows here are such \r\nhigh quality!\BRK
event_1167.txt,7,Func083,3,
event_1168.txt,7,Func083,0x14,"You should drink Milk \r\neveryday, you know. \BRK"
event_1169.txt,7,Func083,0xA,"Good girl...\r\nI love animals, especially \r\ngentle ones like Cows!\BRK"
event_1170.txt,7,Func083,0xC,
event_1171.txt,7,Func083,0xD,Which Cow do you like\r\nbest? \BRK
event_1172.txt,7,Func083,0x15,
event_1173.txt,7,Func083,0x10,This Cow is so big and \r\nstrong!!\r\nI bet it would flatten you \r\nif you got stepped on!\BRK
event_1174.txt,7,Func083,0x16,"People keep Cows all over \r\nthe world, you know. \BRK\r\nThey give Milk, and they \r\nwork hard. No wonder people\r\ndepend on them so much. \BRK"
event_1175.txt,7,Func083,5,"For some reason, my \r\ngrandfather doesn't like \r\nentering competitions...\BRK\r\nI bet we could win, too!\BRK"
event_1176.txt,13,Func11D,1,We're ready to begin the \r\njudging now. Are you ready?\BRK
event_1176.txt,14,Func083,4,We're ready to begin the \r\njudging now. Are you ready?\BRK
event_1176.txt,39,Func10F,"1, var_2","Let's start, then. \BRK"
event_1178.txt,8,Func083,2,I thought that Cow would \r\nwin. It had the best teeth!\BRK
event_1179.txt,10,Func11D,1,
event_1179.txt,12,Func083,3,
event_1180.txt,10,Func11D,1,"If a Cow ever steps on your\r\nfoot, don't try to pull \r\nit out. That'll only make \BRK\r\nit worse. \BRK"
event_1180.txt,12,Func083,0x14,"If a Cow ever steps on your\r\nfoot, don't try to pull \r\nit out. That'll only make \BRK\r\nit worse. \BRK"
event_1181.txt,8,Func083,0xA,Ha ha ha...\r\nThat Cow licked me all \r\nover my face!...\BRK
event_1182.txt,8,Func083,0xC,
event_1183.txt,8,Func083,0xD,It's always good to see \r\nall the different Cows. \BRK
event_1184.txt,8,Func083,0x15,
event_1185.txt,8,Func083,0x10,Sis got mad at me when I \r\ntried to ride the pretty \r\nCow. \BRK\WAIT_CLICKShe's such a meany...\BRK
event_1186.txt,8,Func083,0x16,"I'm sorry you lost.\r\nI bet you could win next\r\nyear, though!\BRK"
event_1187.txt,8,Func083,5,I like Cows because they're\r\nso gentle. \BRK
event_1188.txt,8,Func083,4,There are lots of good\r\nCows out this year. \BRK
event_1190.txt,8,Func11D,1,
event_1192.txt,47,Proc12B,"0x1F, 0, 0",
event_1192.txt,51,Proc12B,"0, 0, 0x1F","I just love fireworks. \r\nThey're so beautiful, but \r\nthe disappear so quickly. \BRK\WAIT_CLICKThe colors are so pretty, \r\ntoo. It's like magic. \BRK"
event_1192.txt,55,Proc12B,"0, 0x1F, 0","I just love fireworks. \r\nThey're so beautiful, but \r\nthe disappear so quickly. \BRK\WAIT_CLICKThe colors are so pretty, \r\ntoo. It's like magic. \BRK"
event_1192.txt,66,Proc12B,"0x1F, 0, 0","I just love fireworks. \r\nThey're so beautiful, but \r\nthe disappear so quickly. \BRK\WAIT_CLICKThe colors are so pretty, \r\ntoo. It's like magic. \BRK"
event_1192.txt,70,Proc12B,"0, 0, 0x1F","I just love fireworks. \r\nThey're so beautiful, but \r\nthe disappear so quickly. \BRK\WAIT_CLICKThe colors are so pretty, \r\ntoo. It's like magic. \BRK"
event_1192.txt,74,Proc12B,"0, 0x1F, 0",Wasn't the finale grand? \r\nNobody could take \r\ntheir eyes off it. \BRK
event_1192.txt,89,Proc08D,0x15,Wasn't the finale grand? \r\nNobody could take \r\ntheir eyes off it. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,90,Proc08D,0x14,Wasn't the finale grand? \r\nNobody could take \r\ntheir eyes off it. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,91,Proc08D,7,Wasn't the finale grand? \r\nNobody could take \r\ntheir eyes off it. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,92,Proc08D,0x19,Wasn't the finale grand? \r\nNobody could take \r\ntheir eyes off it. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,93,Proc08D,0x17,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,94,Proc08D,0x13,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,95,Proc08D,0x1A,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,96,Proc08D,0xC,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,97,Proc08D,2,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,98,Proc08D,3,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,107,Proc08D,0x15,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,108,Proc08D,0x14,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,109,Proc08D,7,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,110,Proc08D,0x19,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,111,Proc08D,0x17,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,112,Proc08D,0x13,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,113,Proc08D,0x1A,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,114,Proc08D,0xC,
event_1192.txt,115,Proc08D,2,I wonder how they make \r\nall those colors and shapes! \BRK
event_1192.txt,116,Proc08D,3,I wonder how they make \r\nall those colors and shapes! \BRK
event_1192.txt,130,Proc12B,"0x1F, 0, 0",I wonder how they make \r\nall those colors and shapes! \BRK
event_1192.txt,134,Proc12B,"0, 0, 0x1F",I wonder how they make \r\nall those colors and shapes! \BRK
event_1192.txt,138,Proc12B,"0, 0x1F, 0",Too bad they're over!\BRK
event_1192.txt,153,Proc08D,0x15,Too bad they're over!\BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,154,Proc08D,0x14,Too bad they're over!\BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,155,Proc08D,7,Too bad they're over!\BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,156,Proc08D,0x19,Too bad they're over!\BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,157,Proc08D,0x17,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,158,Proc08D,0x13,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,159,Proc08D,0x1A,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,160,Proc08D,0xC,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,161,Proc08D,2,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,162,Proc08D,3,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,170,Proc08D,0x15,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,171,Proc08D,0x14,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,172,Proc08D,7,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,173,Proc08D,0x19,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,174,Proc08D,0x17,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,175,Proc08D,0x13,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,176,Proc08D,0x1A,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,177,Proc08D,0xC,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,178,Proc08D,2,
event_1192.txt,179,Proc08D,3,"In the town I used to live,\r\nthey had fireworks all the \r\ntime. \BRK\WAIT_CLICKSomehow they look most \r\nbeautiful here once a \r\nyear, though. \BRK"
event_1192.txt,194,Proc12B,"0x1F, 0, 0","In the town I used to live,\r\nthey had fireworks all the \r\ntime. \BRK\WAIT_CLICKSomehow they look most \r\nbeautiful here once a \r\nyear, though. \BRK"
event_1192.txt,198,Proc12B,"0, 0, 0x1F","In the town I used to live,\r\nthey had fireworks all the \r\ntime. \BRK\WAIT_CLICKSomehow they look most \r\nbeautiful here once a \r\nyear, though. \BRK"
event_1192.txt,202,Proc12B,"0, 0x1F, 0",I can't wait until \r\nnext year! \BRK
event_1192.txt,217,Proc08D,0x15,I can't wait until \r\nnext year! \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,218,Proc08D,0x14,I can't wait until \r\nnext year! \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,219,Proc08D,7,I can't wait until \r\nnext year! \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,220,Proc08D,0x19,I can't wait until \r\nnext year! \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,221,Proc08D,0x17,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,222,Proc08D,0x13,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,223,Proc08D,0x1A,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,224,Proc08D,0xC,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,225,Proc08D,2,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,226,Proc08D,3,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,234,Proc08D,0x15,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,235,Proc08D,0x14,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,236,Proc08D,7,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,237,Proc08D,0x19,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,238,Proc08D,0x17,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,239,Proc08D,0x13,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,240,Proc08D,0x1A,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,241,Proc08D,0xC,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,242,Proc08D,2,
event_1192.txt,243,Proc08D,3,"I used to be afraid of \r\nfireworks when I was a kid.\BRK\WAIT_CLICKNow I think they're pretty,\r\nbut it still seems like \r\nthey're about to fall on \BRK\r\ntop of me!\BRK"
event_1192.txt,258,Proc12B,"0x1F, 0, 0","I used to be afraid of \r\nfireworks when I was a kid.\BRK\WAIT_CLICKNow I think they're pretty,\r\nbut it still seems like \r\nthey're about to fall on \BRK\r\ntop of me!\BRK"
event_1192.txt,262,Proc12B,"0, 0, 0x1F","I used to be afraid of \r\nfireworks when I was a kid.\BRK\WAIT_CLICKNow I think they're pretty,\r\nbut it still seems like \r\nthey're about to fall on \BRK\r\ntop of me!\BRK"
event_1192.txt,266,Proc12B,"0, 0x1F, 0",That was fun! \r\nNow I can get back to work \r\ntomorrow all refreshed! \BRK
event_1192.txt,281,Proc08D,0x15,That was fun! \r\nNow I can get back to work \r\ntomorrow all refreshed! \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,282,Proc08D,0x14,That was fun! \r\nNow I can get back to work \r\ntomorrow all refreshed! \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,283,Proc08D,7,That was fun! \r\nNow I can get back to work \r\ntomorrow all refreshed! \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,284,Proc08D,0x19,That was fun! \r\nNow I can get back to work \r\ntomorrow all refreshed! \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,285,Proc08D,0x17,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,286,Proc08D,0x13,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,287,Proc08D,0x1A,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,288,Proc08D,0xC,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,289,Proc08D,2,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,290,Proc08D,3,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,298,Proc08D,0x15,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,299,Proc08D,0x14,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,300,Proc08D,7,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,301,Proc08D,0x19,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,302,Proc08D,0x17,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,303,Proc08D,0x13,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,304,Proc08D,0x1A,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,305,Proc08D,0xC,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,306,Proc08D,2,
event_1192.txt,307,Proc08D,3,
event_1192.txt,323,Proc12B,"0x1F, 0, 0",Just once a year the \r\nsky gets so bright and \r\nloud...\BRK\WAIT_CLICKI always wonder what the \r\nfish think is happening!\BRK
event_1192.txt,327,Proc12B,"0, 0, 0x1F",Just once a year the \r\nsky gets so bright and \r\nloud...\BRK\WAIT_CLICKI always wonder what the \r\nfish think is happening!\BRK
event_1192.txt,331,Proc12B,"0, 0x1F, 0",My neck hurts from \r\nlooking up so much! \r\nTime to go home. \BRK
event_1192.txt,346,Proc08D,0x15,My neck hurts from \r\nlooking up so much! \r\nTime to go home. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,347,Proc08D,0x14,My neck hurts from \r\nlooking up so much! \r\nTime to go home. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,348,Proc08D,7,My neck hurts from \r\nlooking up so much! \r\nTime to go home. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,349,Proc08D,0x19,My neck hurts from \r\nlooking up so much! \r\nTime to go home. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,350,Proc08D,0x17,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,351,Proc08D,0x13,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,352,Proc08D,0x1A,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,353,Proc08D,0xC,I love watching fireworks\r\nfrom Mineral Beach. \BRK | I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,354,Proc08D,2,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,355,Proc08D,3,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,363,Proc08D,0x15,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,364,Proc08D,0x14,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,365,Proc08D,7,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,366,Proc08D,0x19,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,367,Proc08D,0x17,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,368,Proc08D,0x13,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,369,Proc08D,0x1A,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,370,Proc08D,0xC,I love watching fireworks\r\nfrom Mineral Beach. \BRK
event_1192.txt,371,Proc08D,2,
